Coverage report generated at 2026-02-06 11:09:56
Profile data: /Users/dlepage/perso/calliope/.build/arm64-apple-macosx/debug/codecov/default.profdata
Ignored paths regex: Sources/Calliope/App/CalliopeApp\.swift|Sources/Calliope/UI/(CompactFeedbackOverlay|ContentView|FeedbackPanel|InputLevelMeterView|PrivacyDisclosureSheet|RecordingsListView|RecordingsView|SessionView|SettingsView)\.swift
Line coverage: 84.03% (threshold 80%)

Filename                                                                                              Regions    Missed Regions     Cover   Functions  Missed Functions  Executed       Lines      Missed Lines     Cover    Branches   Missed Branches     Cover
Tests/CalliopeTests/PauseDetailsFormatterTests.swift                                                        9                 0   100.00%           9                 0   100.00%          18                 0   100.00%           0                 0         -
Tests/CalliopeTests/PauseDetectorTests.swift                                                               72                 0   100.00%          66                 0   100.00%         237                 0   100.00%           0                 0         -
Tests/CalliopeTests/PauseRateFormatterTests.swift                                                           6                 0   100.00%           6                 0   100.00%          11                 0   100.00%           0                 0         -
Tests/CalliopeTests/PrivacyDisclosureGateTests.swift                                                        4                 0   100.00%           4                 0   100.00%           8                 0   100.00%           0                 0         -
Tests/CalliopeTests/PrivacyDisclosureStoreTests.swift                                                       5                 1    80.00%           3                 0   100.00%          18                 2    88.89%           0                 0         -
Tests/CalliopeTests/PrivacyGuardrailsTests.swift                                                            6                 0   100.00%           6                 0   100.00%          25                 0   100.00%           0                 0         -
Tests/CalliopeTests/ProcessingLatencyFormatterTests.swift                                                  17                 0   100.00%          17                 0   100.00%          41                 0   100.00%           0                 0         -
Tests/CalliopeTests/ProcessingLatencyTrackerTests.swift                                                    59                 0   100.00%          59                 0   100.00%         108                 0   100.00%           0                 0         -
Tests/CalliopeTests/ProcessingUtilizationFormatterTests.swift                                              17                 0   100.00%          17                 0   100.00%          41                 0   100.00%           0                 0         -
Tests/CalliopeTests/ProcessingUtilizationTrackerTests.swift                                                43                 0   100.00%          43                 0   100.00%          82                 0   100.00%           0                 0         -
Tests/CalliopeTests/RecordingEligibilityMessageTests.swift                                                  5                 1    80.00%           3                 1    66.67%          18                 1    94.44%           0                 0         -
Tests/CalliopeTests/RecordingEligibilityTests.swift                                                        22                 0   100.00%          22                 0   100.00%         149                 0   100.00%           0                 0         -
Tests/CalliopeTests/RecordingListViewModelTests.swift                                                     246                11    95.53%         243                11    95.47%         850                11    98.71%           0                 0         -
Tests/CalliopeTests/RecordingManagerTests.swift                                                            52                 0   100.00%          48                 0   100.00%         200                 0   100.00%           0                 0         -
Tests/CalliopeTests/RecordingsFolderActionModelTests.swift                                                  9                 2    77.78%           9                 2    77.78%          26                 4    84.62%           0                 0         -
Tests/CalliopeTests/SessionDurationFormatterTests.swift                                                    24                 0   100.00%          24                 0   100.00%          38                 0   100.00%           0                 0         -
Tests/CalliopeTests/SessionViewStateTests.swift                                                            32                 0   100.00%          32                 0   100.00%          72                 0   100.00%           0                 0         -
Tests/CalliopeTests/SilenceMonitorTests.swift                                                              10                 0   100.00%          10                 0   100.00%          35                 0   100.00%           0                 0         -
Tests/CalliopeTests/SoundSettingsActionModelTests.swift                                                    12                 1    91.67%          12                 1    91.67%          39                 1    97.44%           0                 0         -
Tests/CalliopeTests/SpeechTranscriberTests.swift                                                           44                 5    88.64%          42                 5    88.10%         179                11    93.85%           0                 0         -
Tests/CalliopeTests/SwiftTestScriptTests.swift                                                              7                 0   100.00%           6                 0   100.00%          21                 0   100.00%           0                 0         -
Tests/CalliopeTests/WindowLevelControllerTests.swift                                                       11                 0   100.00%          11                 0   100.00%          34                 0   100.00%           0                 0         -
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
TOTAL                                                                                                    3018               482    84.03%        2101               211    89.96%        9752               997    89.78%           0                 0         -
